Age,Sex,Job,Saving accounts,Checking account,Credit amount,Duration,Housing_own,Housing_rent,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
1.057783942218908,1,2,0,1,1.9257663831384437,1.289592031872302,False,False,True,False,False,False,False,False,False
0.2424489262702798,1,2,1,0,-0.8928525713645623,-0.742595017696657,True,False,False,False,False,False,True,False,False
-0.6634788692281958,1,2,1,1,0.816433415252783,1.289592031872302,True,False,False,False,False,True,False,False,False
-0.5728860896783482,0,0,0,2,0.299568088447757,1.289592031872302,True,False,False,True,False,False,False,False,False
-1.025849987427586,0,2,0,2,1.9826552532864263,2.3056855566567815,True,False,True,False,False,False,False,False,False
-0.029329412379262863,1,2,1,0,-0.31572995446858104,0.2734985070878224,True,False,True,False,False,False,False,False,False
2.235490076366926,1,3,0,2,1.2270063794128943,-0.06519933450700406,True,False,True,False,False,False,False,False,False
-0.30110775102880555,1,2,1,0,-0.9314022662674716,-0.742595017696657,True,False,False,False,True,False,False,False,False
0.0612633671705847,1,3,0,2,3.360713278844794,2.3056855566567815,False,False,True,False,False,False,False,False,False
-1.1164427669774335,0,1,2,2,-0.8808759671228817,-0.742595017696657,True,False,True,False,False,False,False,False,False
-0.11992219192911042,1,2,4,0,-0.22889957371639708,0.2734985070878224,True,False,False,False,False,False,True,False,False
-0.6634788692281958,1,3,1,2,0.3965037290288589,0.7815452694800622,True,False,True,False,False,False,False,False,False
0.8765983831192128,0,1,0,0,0.24155641165211686,1.289592031872302,True,False,False,False,False,False,True,False,False
-0.3917005305786531,1,1,1,2,-0.666045628537737,-0.742595017696657,True,False,False,False,True,False,False,False,False
-1.207035546527281,0,2,1,1,0.1723166683799012,-0.2345482553044173,False,True,False,False,False,True,False,False,False
-1.207035546527281,1,2,2,2,-0.6271216647522752,-0.48857163650053714,True,False,False,False,False,False,False,True,False
-0.6634788692281958,0,3,1,1,-0.2184200450049266,0.01947512589170256,False,True,False,False,False,False,True,False,False
-1.025849987427586,1,1,1,1,-0.5399170151175388,0.2734985070878224,True,False,False,False,False,True,False,False,False
0.9671911626690604,0,1,1,3,-0.35128549831107014,-0.742595017696657,True,False,False,False,False,True,False,False,False
-0.4822933101285007,1,3,1,0,-0.512595386691205,-0.2345482553044173,True,False,True,False,False,False,False,False,False
-1.1164427669774335,1,1,1,2,-0.8015309640217482,-0.9119439384940703,True,False,False,False,False,False,True,False,False
-0.11992219192911042,1,2,1,1,1.4257431560482807,2.3056855566567815,True,False,False,False,False,False,True,False,False
-0.3917005305786531,1,3,2,2,1.6439419145763985,2.3056855566567815,False,False,False,False,False,False,False,False,True
0.8765983831192128,1,2,1,1,-0.33182351641833924,0.2734985070878224,True,False,True,False,False,False,False,False,False
-1.025849987427586,1,1,0,1,0.21460905210833564,0.01947512589170256,True,False,True,False,False,False,False,False,False
0.0612633671705847,1,3,1,0,-0.7154491210346692,0.2734985070878224,True,False,False,False,False,False,True,False,False
0.2424489262702798,1,2,1,0,-0.4736714229057432,-0.9119439384940703,True,False,False,False,False,False,True,False,False
-0.9352572078777385,0,1,1,3,-0.32284106323707884,-0.48857163650053714,True,False,False,False,False,False,True,False,False
-0.9352572078777385,0,2,1,1,0.11954475593999629,-0.2345482553044173,True,False,False,False,False,False,True,False,False
-1.1164427669774335,0,2,1,1,-0.29327382151543,0.7815452694800622,False,True,False,False,False,True,False,False,False
-0.7540716487780433,0,2,1,2,-0.09715692705791107,-0.742595017696657,True,False,False,False,False,False,True,False,False
-0.8446644283278909,0,2,0,1,-0.14132065519910808,0.2734985070878224,False,True,True,False,False,False,False,False,False
-0.7540716487780433,0,2,1,0,-0.6514491421181888,-0.9966183988927769,True,False,False,False,False,False,False,False,False
-0.3917005305786531,1,2,0,0,-0.8460689610454977,0.2734985070878224,True,False,False,False,False,True,False,False,False
-0.5728860896783482,1,1,0,2,-0.32059544994176375,0.2734985070878224,True,False,False,False,False,True,False,False,False
0.42363448536997494,1,1,3,0,-0.5960573475004163,-0.9119439384940703,False,True,True,False,False,False,False,False,False
-0.5728860896783482,1,2,1,0,-0.4048059485160801,-1.2506417800888967,False,True,False,False,False,False,True,False,False
-1.1164427669774335,0,2,1,0,-0.7311684141018749,-0.9966183988927769,False,True,False,True,False,False,False,False,False
1.3295622808684506,1,2,0,0,-0.29926212363627025,-0.742595017696657,True,False,True,False,False,False,False,False,False
-1.025849987427586,0,1,1,1,-0.734162565162295,-0.742595017696657,True,False,True,False,False,False,False,False,False
-0.5728860896783482,1,1,1,1,0.14986053542675018,-0.742595017696657,True,False,False,False,False,True,False,False,False
0.15185614672043227,0,2,1,0,-0.43699307241559654,0.2734985070878224,True,False,True,False,False,False,False,False,False
-0.029329412379262863,1,2,1,1,-0.9351449550929968,-0.742595017696657,True,False,True,False,False,False,False,False,False
-0.9352572078777385,1,1,1,2,-0.8696479006463063,-0.2345482553044173,True,False,False,False,False,False,True,False,False
-0.8446644283278909,0,0,1,2,-0.5283146797584107,-0.48857163650053714,False,True,True,False,False,False,False,False,False
-1.025849987427586,0,1,0,0,0.6068428410233735,0.7815452694800622,False,True,True,False,False,False,False,False,False
-0.8446644283278909,1,2,1,0,-0.46992873408021807,-0.742595017696657,True,False,False,False,False,False,True,False,False
1.238969501318603,0,2,1,2,-0.7850631331894374,-0.742595017696657,True,False,False,False,False,False,True,False,False
-0.9352572078777385,0,2,1,1,-0.4893907159729489,-0.2345482553044173,False,True,False,False,False,False,True,False,False
0.0612633671705847,1,2,0,2,-0.16078263709183896,0.2734985070878224,False,False,True,False,False,False,False,False,False
-0.21051497147895798,1,1,1,2,-0.3015077369315854,1.289592031872302,False,True,False,False,False,False,False,True,False
